name,mass,radius,orbital_period,discovered,detection_type,star_name,ra,dec,star_distance,star_mass,star_radius
Kepler-270 b,,0.179,11.476094,2014,Primary Transit,Kepler-270,282.20010375,44.422302,,,1.46
Kepler-270 c,,0.158,25.262887,2014,Primary Transit,Kepler-270,282.20010375,44.422302,,,1.46
Kepler-271 b,,0.079,5.217738,2014,Primary Transit,Kepler-271,283.00299075,44.284233,,,0.88
Kepler-271 c,,0.089,7.410935,2014,Primary Transit,Kepler-271,283.00299075,44.284233,,,0.88
Kepler-271 d,,0.059,5.24972541,2016,Primary Transit,Kepler-271,283.00299075,44.284233,,,0.88
Kepler-272 b,,0.128,2.971353,2014,Primary Transit,Kepler-272,299.12753295,47.59383,,0.79,0.93
Kepler-272 c,,0.16,6.057342,2014,Primary Transit,Kepler-272,299.12753295,47.59383,,0.79,0.93
Kepler-272 d,,0.201,10.937304,2014,Primary Transit,Kepler-272,299.12753295,47.59383,,0.79,0.93
Kepler-273 b,,0.134,2.936532,2014,Primary Transit,Kepler-273,291.30221565,47.697758,,,0.81
Kepler-273 c,,0.177,8.014927,2014,Primary Transit,Kepler-273,291.30221565,47.697758,,,0.81
Kepler-274 b,,0.137,11.634788,2014,Primary Transit,Kepler-274,292.92276,38.477276,,,1.01
Kepler-274 c,,0.164,33.197861,2014,Primary Transit,Kepler-274,292.92276,38.477276,,,1.01
Kepler-275 b,,0.209,10.300682,2014,Primary Transit,Kepler-275,292.47970575,38.514927,,1.24,1.38
Kepler-275 c,,0.302,16.088134,2014,Primary Transit,Kepler-275,292.47970575,38.514927,,1.24,1.38
Kepler-275 d,,0.297,35.676062,2014,Primary Transit,Kepler-275,292.47970575,38.514927,,1.24,1.38
Kepler-276 b,,0.256,14.12841,2014,Primary Transit,Kepler-276,293.5667,39.0364,,0.96,0.95
Kepler-276 c,0.045,0.259,31.884,2013,Primary Transit,Kepler-276,293.5667,39.0364,,0.96,0.95
Kepler-276 d,0.044,0.25,48.648,2013,Primary Transit,Kepler-276,293.5667,39.0364,,0.96,0.95
Kepler-277 b,0.28,0.261,17.324,2013,Primary Transit,Kepler-277,286.5833,39.0772,,1.19,1.65
Kepler-277 c,0.21,0.3,33.006,2013,Primary Transit,Kepler-277,286.5833,39.0772,,1.19,1.65
Kepler-278 b,,0.409,30.15856,2014,Primary Transit,Kepler-278,290.1071778,38.702236,,,2.94
Kepler-278 c,,0.295,51.0851,2014,Primary Transit,Kepler-278,290.1071778,38.702236,,,2.94
Kepler-279 b,,0.323,12.309681,2014,Primary Transit,Kepler-279,287.3917,42.195,,1.23,1.27
Kepler-279 c,0.171,0.385,35.736,2013,Primary Transit,Kepler-279,287.3917,42.195,,1.23,1.27
Kepler-279 d,0.13,0.277,54.414,2013,Primary Transit,Kepler-279,287.3917,42.195,,1.23,1.27
Kepler-28 b,1.51,0.32,5.9123,2012,Primary Transit,Kepler-28,292.1375,42.4294444,,0.75,0.7
Kepler-28 c,1.36,0.3,8.9858,2012,Primary Transit,Kepler-28,292.1375,42.4294444,,0.75,0.7
Kepler-280 b,,0.129,2.139542,2014,Primary Transit,Kepler-280,291.39050295,42.180588,,0.91,0.89
Kepler-280 c,,0.179,4.807091,2014,Primary Transit,Kepler-280,291.39050295,42.180588,,0.91,0.89
Kepler-281 b,,0.252,14.646008,2014,Primary Transit,Kepler-281,294.1081848,44.770699,,0.98,0.9
Kepler-281 c,,0.474,36.337373,2014,Primary Transit,Kepler-281,294.1081848,44.770699,,0.98,0.9
Kepler-282 b,,0.09,9.220524,2014,Primary Transit,Kepler-282,269.6792,44.7975,,1.09,1.01
Kepler-282 c,,0.107,13.638723,2014,Primary Transit,Kepler-282,269.6792,44.7975,,1.09,1.01
Kepler-282 d,0.204,0.22,24.806,2013,Primary Transit,Kepler-282,269.6792,44.7975,,1.09,1.01
Kepler-282 e,0.192,0.277,44.347,2013,Primary Transit,Kepler-282,269.6792,44.7975,,1.09,1.01
Kepler-283 b,,0.19,11.008151,2014,Primary Transit,Kepler-283,293.61373905,47.838997,,,0.57
Kepler-283 c,,0.162,92.743711,2014,Primary Transit,Kepler-283,293.61373905,47.838997,,,0.57
Kepler-284 b,,0.2,12.699149,2014,Primary Transit,Kepler-284,293.1464844,47.729649,,,0.81
Kepler-284 c,,0.233,37.514456,2014,Primary Transit,Kepler-284,293.1464844,47.729649,,,0.81
Kepler-285 b,,0.12,2.633867,2014,Primary Transit,Kepler-285,291.3908997,48.065609,,0.85,0.81
Kepler-285 c,,0.1,6.186676,2014,Primary Transit,Kepler-285,291.3908997,48.065609,,0.85,0.81
Kepler-286 b,,0.111,1.796302,2014,Primary Transit,Kepler-286,290.67614745,48.294289,,,0.86
Kepler-286 c,,0.122,3.468095,2014,Primary Transit,Kepler-286,290.67614745,48.294289,,,0.86
Kepler-286 d,,0.119,5.914323,2014,Primary Transit,Kepler-286,290.67614745,48.294289,,,0.86
Kepler-286 e,,0.158,29.221289,2014,Primary Transit,Kepler-286,290.67614745,48.294289,,,0.86
Kepler-287 b,,0.208,20.342199,2014,Primary Transit,Kepler-287,290.9274597,48.44355,,,1.03
Kepler-287 c,,0.291,44.851896,2014,Primary Transit,Kepler-287,290.9274597,48.44355,,,1.03
Kepler-288 b,,0.149,6.097326,2014,Primary Transit,Kepler-288,288.9164124,39.594715,,0.89,1.09
Kepler-288 c,,0.254,19.305772,2014,Primary Transit,Kepler-288,288.9164124,39.594715,,0.89,1.09
Kepler-288 d,,0.238,56.633742,2014,Primary Transit,Kepler-288,288.9164124,39.594715,,0.89,1.09
Kepler-289 b,0.023,0.192,34.545,2014,Primary Transit,Kepler-289,297.4653321,42.882851,700.0,1.08,1.0
Kepler-289 c,0.013,0.239,66.0634,2014,Primary Transit,Kepler-289,297.4653321,42.882851,700.0,1.08,1.0
Kepler-289 d,0.415,1.034,125.8518,2014,Primary Transit,Kepler-289,297.4653321,42.882851,700.0,1.08,1.0
Kepler-29 b,0.0142,0.299,10.3376,2012,Primary Transit,Kepler-29,298.35,47.4911111,,1.0,0.96
Kepler-29 c,0.013,0.28,13.2907,2012,Primary Transit,Kepler-29,298.35,47.4911111,,1.0,0.96
Kepler-290 b,,0.201,14.589347,2014,Primary Transit,Kepler-290,286.40997315,42.681553,,,0.74
Kepler-290 c,,0.241,36.77031,2014,Primary Transit,Kepler-290,286.40997315,42.681553,,,0.74
Kepler-291 b,,0.193,3.546511,2014,Primary Transit,Kepler-291,287.9163513,42.437302,,1.03,1.02
Kepler-291 c,,0.168,5.700786,2014,Primary Transit,Kepler-291,287.9163513,42.437302,,1.03,1.02
Kepler-292 b,,0.118,2.580827,2014,Primary Transit,Kepler-292,295.7661438,42.424286,,0.88,0.83
Kepler-292 c,,0.131,3.715335,2014,Primary Transit,Kepler-292,295.7661438,42.424286,,0.88,0.83
Kepler-292 d,,0.199,7.055679,2014,Primary Transit,Kepler-292,295.7661438,42.424286,,0.88,0.83
Kepler-292 e,,0.238,11.97901,2014,Primary Transit,Kepler-292,295.7661438,42.424286,,0.88,0.83
Kepler-292 f,,0.21,20.834237,2014,Primary Transit,Kepler-292,295.7661438,42.424286,,0.88,0.83
Kepler-293 b,,0.274,19.254196,2014,Primary Transit,Kepler-293,286.3580628,42.406509,,1.01,0.96
Kepler-293 c,,0.342,54.155743,2014,Primary Transit,Kepler-293,286.3580628,42.406509,,1.01,0.96
Kepler-294 b,,0.158,3.701212,2014,Primary Transit,Kepler-294,287.39199825,46.059311,,,0.98
Kepler-294 c,,0.242,6.6264,2014,Primary Transit,Kepler-294,287.39199825,46.059311,,,0.98
Kepler-295 b,,0.109,12.645164,2014,Primary Transit,Kepler-295,285.34585575,45.367786,,,0.9
Kepler-295 c,,0.104,21.526258,2014,Primary Transit,Kepler-295,285.34585575,45.367786,,,0.9
Kepler-295 d,,0.121,33.884054,2014,Primary Transit,Kepler-295,285.34585575,45.367786,,,0.9
Kepler-296 b,,0.084,3.621457,2014,Primary Transit,Kepler-296,286.5400086,49.437325,,,0.56
Kepler-296 c,,0.192,5.841648,2014,Primary Transit,Kepler-296,286.5400086,49.437325,,,0.56
Kepler-296 d,,0.203,19.850242,2014,Primary Transit,Kepler-296,286.5400086,49.437325,,,0.56
Kepler-296 e,,0.156,34.142347,2014,Primary Transit,Kepler-296,286.5400086,49.437325,,,0.56
Kepler-296 f,,0.16,63.335879,2014,Primary Transit,Kepler-296,286.5400086,49.437325,,,0.56
Kepler-297 b,,0.256,38.871826,2014,Primary Transit,Kepler-297,283.20916755,48.777645,,,0.92
Kepler-297 c,,0.583,74.920137,2014,Primary Transit,Kepler-297,283.20916755,48.777645,,,0.92
Kepler-298 b,,0.175,10.475464,2014,Primary Transit,Kepler-298,283.0397949,48.825359,,0.65,0.58
Kepler-298 c,,0.172,22.92881,2014,Primary Transit,Kepler-298,283.0397949,48.825359,,0.65,0.58
Kepler-298 d,,0.223,77.473633,2014,Primary Transit,Kepler-298,283.0397949,48.825359,,0.65,0.58
Kepler-299 b,,0.118,2.927128,2014,Primary Transit,Kepler-299,283.2069702,48.580502,,0.97,1.03
Kepler-299 c,,0.236,6.885875,2014,Primary Transit,Kepler-299,283.2069702,48.580502,,0.97,1.03
Kepler-299 d,,0.166,15.054786,2014,Primary Transit,Kepler-299,283.2069702,48.580502,,0.97,1.03
Kepler-299 e,,0.167,38.285489,2014,Primary Transit,Kepler-299,283.2069702,48.580502,,0.97,1.03
Kepler-30 b,0.036,0.35,29.334,2012,Primary Transit,Kepler-30,285.2833333,38.9472222,,0.99,0.95
Kepler-30 c,2.01,1.1,60.3231,2012,Primary Transit,Kepler-30,285.2833333,38.9472222,,0.99,0.95
Kepler-30 d,0.073,0.79,143.343,2012,Primary Transit,Kepler-30,285.2833333,38.9472222,,0.99,0.95
Kepler-300 b,,0.149,10.446347,2014,Primary Transit,Kepler-300,295.28869635,48.59972,,0.94,0.9
Kepler-300 c,,0.201,40.714955,2014,Primary Transit,Kepler-300,295.28869635,48.59972,,0.94,0.9
Kepler-301 b,,0.12,2.508553,2014,Primary Transit,Kepler-301,283.9829712,49.23299,,0.91,0.9
Kepler-301 c,,0.12,5.419026,2014,Primary Transit,Kepler-301,283.9829712,49.23299,,0.91,0.9
Kepler-301 d,,0.156,13.751243,2014,Primary Transit,Kepler-301,283.9829712,49.23299,,0.91,0.9
Kepler-302 b,,0.362,30.184104,2014,Primary Transit,Kepler-302,294.31698615,43.629345,,,1.22
Kepler-302 c,,1.111,127.282184,2014,Primary Transit,Kepler-302,294.31698615,43.629345,,,1.22
Kepler-303 b,,0.079,1.937055,2014,Primary Transit,Kepler-303,283.1354676,43.657055,,0.59,0.48
Kepler-303 c,,0.102,7.061149,2014,Primary Transit,Kepler-303,283.1354676,43.657055,,0.59,0.48
Kepler-304 b,,0.255,3.295709,2014,Primary Transit,Kepler-304,294.4417725,40.557587,,0.8,0.69
Kepler-304 c,,0.194,5.315946,2014,Primary Transit,Kepler-304,294.4417725,40.557587,,0.8,0.69
Kepler-304 d,,0.245,9.653471,2014,Primary Transit,Kepler-304,294.4417725,40.557587,,0.8,0.69
Kepler-304 e,,0.107,1.49914695,2016,Primary Transit,Kepler-304,294.4417725,40.557587,,0.8,0.69
Kepler-305 b,0.0356,0.322,5.487,2013,Primary Transit,Kepler-305,299.225,40.3431,,0.83,0.87
Kepler-305 c,0.0192,0.295,8.291,2013,Primary Transit,Kepler-305,299.225,40.3431,,0.83,0.87
Kepler-305 d,,0.242,16.738661,2014,Primary Transit,Kepler-305,299.225,40.3431,,0.83,0.87
Kepler-306 b,,0.136,4.646186,2014,Primary Transit,Kepler-306,288.53866575,40.616138,,0.82,0.72
Kepler-306 c,,0.21,7.240193,2014,Primary Transit,Kepler-306,288.53866575,40.616138,,0.82,0.72
Kepler-306 d,,0.22,17.326644,2014,Primary Transit,Kepler-306,288.53866575,40.616138,,0.82,0.72
Kepler-306 e,,0.203,44.840975,2014,Primary Transit,Kepler-306,288.53866575,40.616138,,0.82,0.72
Kepler-307 b,0.0234,0.217,10.416,2013,Primary Transit,Kepler-307,297.7958,40.4178,,0.78,1.03
Kepler-307 c,0.01147,0.196,13.084,2013,Primary Transit,Kepler-307,297.7958,40.4178,,0.78,1.03
Kepler-308 b,,0.189,9.694928,2014,Primary Transit,Kepler-308,295.7851563,40.439548,,,0.94
Kepler-308 c,,0.193,15.38231,2014,Primary Transit,Kepler-308,295.7851563,40.439548,,,0.94
Kepler-309 b,,0.139,5.923653,2014,Primary Transit,Kepler-309,297.5098572,46.961281,,,0.72
Kepler-309 c,,0.224,105.356383,2014,Primary Transit,Kepler-309,297.5098572,46.961281,,,0.72
Kepler-31 b,,0.38,20.8613,2012,Primary Transit,Kepler-31,294.025,45.8530556,,1.21,1.22
Kepler-31 c,4.7,0.38,42.6318,2012,Primary Transit,Kepler-31,294.025,45.8530556,,1.21,1.22
Kepler-31 d,,0.407,87.648901,2014,Primary Transit,Kepler-31,294.025,45.8530556,,1.21,1.22
Kepler-310 b,,0.106,13.930698,2014,Primary Transit,Kepler-310,288.83935545,46.986744,,0.85,0.88
Kepler-310 c,,0.302,56.47542,2014,Primary Transit,Kepler-310,288.83935545,46.986744,,0.85,0.88
Kepler-310 d,,0.22,92.876125,2014,Primary Transit,Kepler-310,288.83935545,46.986744,,0.85,0.88
Kepler-311 b,,0.152,9.176092,2014,Primary Transit,Kepler-311,282.06127935,47.085491,,1.06,1.19
Kepler-311 c,,0.128,19.738286,2014,Primary Transit,Kepler-311,282.06127935,47.085491,,1.06,1.19
Kepler-312 b,,0.115,1.772419,2014,Primary Transit,Kepler-312,298.3957824,42.459755,,1.23,1.47
Kepler-312 c,,0.281,19.747412,2014,Primary Transit,Kepler-312,298.3957824,42.459755,,1.23,1.47
Kepler-313 b,,0.226,14.970418,2014,Primary Transit,Kepler-313,298.2949218,48.775459,,0.9,1.54
Kepler-313 c,,0.229,32.273273,2014,Primary Transit,Kepler-313,298.2949218,48.775459,,0.9,1.54
Kepler-314 b,,0.074,2.461069,2014,Primary Transit,Kepler-314,294.67410285,42.075588,,1.02,0.95
Kepler-314 c,,0.259,5.960392,2014,Primary Transit,Kepler-314,294.67410285,42.075588,,1.02,0.95
Kepler-315 b,,0.336,96.101141,2014,Primary Transit,Kepler-315,298.02310185,43.363522,,0.78,1.04
Kepler-315 c,,0.37,265.469335,2014,Primary Transit,Kepler-315,298.02310185,43.363522,,0.78,1.04
Kepler-316 b,,0.095,2.240508,2014,Primary Transit,Kepler-316,290.82601935,44.184109,,0.53,0.52
Kepler-316 c,,0.103,6.827766,2014,Primary Transit,Kepler-316,290.82601935,44.184109,,0.53,0.52
Kepler-317 b,,0.186,5.524242,2014,Primary Transit,Kepler-317,294.94387815,39.032063,,0.95,0.94
Kepler-317 c,,0.153,8.77501,2014,Primary Transit,Kepler-317,294.94387815,39.032063,,0.95,0.94
Kepler-318 b,,0.42,4.662715,2014,Primary Transit,Kepler-318,298.48281855,46.793617,,1.05,1.19
Kepler-318 c,,0.328,11.815007,2014,Primary Transit,Kepler-318,298.48281855,46.793617,,1.05,1.19
Kepler-319 b,,0.145,4.362705,2014,Primary Transit,Kepler-319,288.81195075,39.770657,,1.29,0.9
Kepler-319 c,,0.235,6.941357,2014,Primary Transit,Kepler-319,288.81195075,39.770657,,1.29,0.9
Kepler-319 d,,0.204,31.781925,2014,Primary Transit,Kepler-319,288.81195075,39.770657,,1.29,0.9
Kepler-32 b,4.1,0.37,5.90124,2012,Primary Transit,Kepler-32,297.8416667,46.5741667,,0.58,0.53
Kepler-32 c,0.5,0.33,8.7522,2012,Primary Transit,Kepler-32,297.8416667,46.5741667,,0.58,0.53
Kepler-320 b,,0.102,8.371554,2014,Primary Transit,Kepler-320,293.213562,46.175125,,,1.11
Kepler-320 c,,0.122,17.934937,2014,Primary Transit,Kepler-320,293.213562,46.175125,,,1.11
Kepler-321 b,,0.158,4.915379,2014,Primary Transit,Kepler-321,294.45367425,44.145756,,1.01,1.19
Kepler-321 c,,0.207,13.093921,2014,Primary Transit,Kepler-321,294.45367425,44.145756,,1.01,1.19
Kepler-322 b,,0.09,1.653888,2014,Primary Transit,Kepler-322,281.34881595,44.295242,,0.91,0.89
Kepler-322 c,,0.149,4.337234,2014,Primary Transit,Kepler-322,281.34881595,44.295242,,0.91,0.89
Kepler-323 b,,0.128,1.678327,2014,Primary Transit,Kepler-323,291.3822327,38.127472,,1.09,1.18
Kepler-323 c,,0.145,3.553822,2014,Primary Transit,Kepler-323,291.3822327,38.127472,,1.09,1.18
Kepler-324 b,,0.102,4.385315,2014,Primary Transit,Kepler-324,286.4714661,49.649021,,0.86,0.84
Kepler-324 c,,0.281,51.805612,2014,Primary Transit,Kepler-324,286.4714661,49.649021,,0.86,0.84
Kepler-325 b,,0.26,4.544439,2014,Primary Transit,Kepler-325,289.8354492,49.825626,,0.87,1.0
Kepler-325 c,,0.227,12.762172,2014,Primary Transit,Kepler-325,289.8354492,49.825626,,0.87,1.0
Kepler-325 d,,0.249,38.715185,2014,Primary Transit,Kepler-325,289.8354492,49.825626,,0.87,1.0
Kepler-326 b,,0.136,2.248329,2014,Primary Transit,Kepler-326,294.32553105,46.002254,,0.98,0.8
Kepler-326 c,,0.125,4.580358,2014,Primary Transit,Kepler-326,294.32553105,46.002254,,0.98,0.8
Kepler-326 d,,0.108,6.766888,2014,Primary Transit,Kepler-326,294.32553105,46.002254,,0.98,0.8
Kepler-327 b,,0.099,2.549575,2014,Primary Transit,Kepler-327,292.64236455,44.087673,,0.55,0.49
Kepler-327 c,,0.092,5.212333,2014,Primary Transit,Kepler-327,292.64236455,44.087673,,0.55,0.49
Kepler-327 d,,0.154,13.969457,2014,Primary Transit,Kepler-327,292.64236455,44.087673,,0.55,0.49
Kepler-328 b,0.069,0.206,34.921,2013,Primary Transit,Kepler-328,288.3125,46.7714,,0.98,0.97
Kepler-328 c,0.1,0.483,71.312,2013,Primary Transit,Kepler-328,288.3125,46.7714,,0.98,0.97
Kepler-329 b,,0.125,7.416397,2014,Primary Transit,Kepler-329,299.26803585,45.227428,,0.53,0.52
Kepler-329 c,,0.172,18.684737,2014,Primary Transit,Kepler-329,299.26803585,45.227428,,0.53,0.52
Kepler-33 b,,0.16,5.66793,2012,Primary Transit,Kepler-33,289.0791667,46.0052778,,1.291,1.82
Kepler-33 c,,0.29,13.17562,2012,Primary Transit,Kepler-33,289.0791667,46.0052778,,1.291,1.82
Kepler-33 d,,0.48,21.77596,2012,Primary Transit,Kepler-33,289.0791667,46.0052778,,1.291,1.82
Kepler-33 e,,0.36,31.7844,2012,Primary Transit,Kepler-33,289.0791667,46.0052778,,1.291,1.82
Kepler-33 f,,0.4,41.02902,2012,Primary Transit,Kepler-33,289.0791667,46.0052778,,1.291,1.82
Kepler-330 b,,0.12,8.25978,2014,Primary Transit,Kepler-330,288.44738775,44.801685,,0.78,0.72
Kepler-330 c,,0.174,15.955387,2014,Primary Transit,Kepler-330,288.44738775,44.801685,,0.78,0.72
Kepler-331 b,,0.162,8.457496,2014,Primary Transit,Kepler-331,291.8343201,39.307358,,0.51,0.49
Kepler-331 c,,0.164,17.28111,2014,Primary Transit,Kepler-331,291.8343201,39.307358,,0.51,0.49
Kepler-331 d,,0.146,32.134328,2014,Primary Transit,Kepler-331,291.8343201,39.307358,,0.51,0.49
Kepler-332 b,,0.104,7.626324,2014,Primary Transit,Kepler-332,286.6629639,47.4137,,0.8,0.72
Kepler-332 c,,0.097,15.995622,2014,Primary Transit,Kepler-332,286.6629639,47.4137,,0.8,0.72
Kepler-332 d,,0.105,34.21154,2014,Primary Transit,Kepler-332,286.6629639,47.4137,,0.8,0.72
Kepler-333 b,,0.118,12.551158,2014,Primary Transit,Kepler-333,292.2860718,40.913586,,0.54,0.53
Kepler-333 c,,0.099,24.08821,2014,Primary Transit,Kepler-333,292.2860718,40.913586,,0.54,0.53
Kepler-334 b,,0.1,5.470319,2014,Primary Transit,Kepler-334,287.14065555,47.115196,,1.0,1.07
Kepler-334 c,,0.128,12.758005,2014,Primary Transit,Kepler-334,287.14065555,47.115196,,1.0,1.07
Kepler-334 d,,0.126,25.09849,2014,Primary Transit,Kepler-334,287.14065555,47.115196,,1.0,1.07
Kepler-335 b,,0.302,6.562331,2014,Primary Transit,Kepler-335,296.0643006,45.428623,,0.99,1.85
Kepler-335 c,,0.274,67.844469,2014,Primary Transit,Kepler-335,296.0643006,45.428623,,0.99,1.85
Kepler-336 b,,0.091,2.024823,2014,Primary Transit,Kepler-336,290.23764045,41.331371,,0.89,1.3
Kepler-336 c,,0.187,9.600001,2014,Primary Transit,Kepler-336,290.23764045,41.331371,,0.89,1.3
Kepler-336 d,,0.211,20.678772,2014,Primary Transit,Kepler-336,290.23764045,41.331371,,0.89,1.3
Kepler-337 b,,0.137,3.292781,2014,Primary Transit,Kepler-337,290.0604858,47.163956,,0.96,1.76
Kepler-337 c,,0.183,9.693201,2014,Primary Transit,Kepler-337,290.0604858,47.163956,,0.96,1.76
Kepler-338 b,0.0963,0.23,13.72699,2014,Primary Transit,Kepler-338,282.9789429,40.784348,,1.1,1.74
Kepler-338 c,,0.221,24.31168,2014,Primary Transit,Kepler-338,282.9789429,40.784348,,1.1,1.74
Kepler-338 d,,0.237,44.4287,2014,Primary Transit,Kepler-338,282.9789429,40.784348,,1.1,1.74
Kepler-338 e,0.027,0.1416,9.34149,2014,TTV,Kepler-338,282.9789429,40.784348,,1.1,1.74
Kepler-339 b,,0.127,4.977656,2014,Primary Transit,Kepler-339,293.35171515,48.444641,,0.84,0.8
Kepler-339 c,,0.103,6.988055,2014,Primary Transit,Kepler-339,293.35171515,48.444641,,0.84,0.8
Kepler-339 d,,0.104,10.558345,2014,Primary Transit,Kepler-339,293.35171515,48.444641,,0.84,0.8
Kepler-34 (AB)  b,0.219928892804,0.763673411854,288.822,2012,Primary Transit,Kepler-34 (AB),296.4375,44.6416667,1499.0,2.0687,1.1
Kepler-340 b,,0.226,14.844387,2014,Primary Transit,Kepler-340,295.93347165,40.300571,,2.11,1.85
Kepler-340 c,,0.301,22.824669,2014,Primary Transit,Kepler-340,295.93347165,40.300571,,2.11,1.85
Kepler-341 b,,0.105,5.195528,2014,Primary Transit,Kepler-341,289.8615723,43.472775,,0.94,1.02
Kepler-341 c,,0.152,8.01041,2014,Primary Transit,Kepler-341,289.8615723,43.472775,,0.94,1.02
Kepler-341 d,,0.165,27.666313,2014,Primary Transit,Kepler-341,289.8615723,43.472775,,0.94,1.02
Kepler-341 e,,0.178,42.473269,2014,Primary Transit,Kepler-341,289.8615723,43.472775,,0.94,1.02
Kepler-342 b,,0.201,15.170318,2014,Primary Transit,Kepler-342,292.6780701,46.726715,,1.13,1.47
Kepler-342 c,,0.175,26.234138,2014,Primary Transit,Kepler-342,292.6780701,46.726715,,1.13,1.47
Kepler-342 d,,0.222,39.459357,2014,Primary Transit,Kepler-342,292.6780701,46.726715,,1.13,1.47
Kepler-342 e,,0.079,1.64422461,2016,Primary Transit,Kepler-342,292.6780701,46.726715,,1.13,1.47
Kepler-343 b,,0.215,8.96855,2014,Primary Transit,Kepler-343,291.9606933,42.433006,,1.04,1.43
Kepler-343 c,,0.18,23.22182,2014,Primary Transit,Kepler-343,291.9606933,42.433006,,1.04,1.43
Kepler-344 b,,0.233,21.963945,2014,Primary Transit,Kepler-344,292.49963385,46.324406,,0.9,0.98
Kepler-344 c,,0.263,125.596809,2014,Primary Transit,Kepler-344,292.49963385,46.324406,,0.9,0.98
Kepler-345 b,,0.066,7.415563,2014,Primary Transit,Kepler-345,295.22879025,45.97102,,0.59,0.62
Kepler-345 c,,0.107,9.387427,2014,Primary Transit,Kepler-345,295.22879025,45.97102,,0.59,0.62
Kepler-346 b,,0.237,6.511127,2014,Primary Transit,Kepler-346,288.0119019,46.117607,,0.97,1.02
Kepler-346 c,,0.274,23.851549,2014,Primary Transit,Kepler-346,288.0119019,46.117607,,0.97,1.02
Kepler-347 b,,0.176,12.79836,2014,Primary Transit,Kepler-347,289.19958495,49.305717,,1.04,1.0
Kepler-347 c,,0.156,27.320871,2014,Primary Transit,Kepler-347,289.19958495,49.305717,,1.04,1.0
Kepler-348 b,,0.136,7.05677,2014,Primary Transit,Kepler-348,297.2550354,40.548374,,1.15,1.36
Kepler-348 c,,0.119,17.265427,2014,Primary Transit,Kepler-348,297.2550354,40.548374,,1.15,1.36
Kepler-349 b,,0.17,5.929778,2014,Primary Transit,Kepler-349,293.67648315,44.615578,,0.97,0.93
Kepler-349 c,,0.175,12.247629,2014,Primary Transit,Kepler-349,293.67648315,44.615578,,0.97,0.93
Kepler-35 (AB) b,0.126797344492,0.727987738403,131.458,2012,Primary Transit,Kepler-35 (AB),294.4958333,46.69,1645.0,1.6971,1.0
Kepler-350 b,,0.165,11.189562,2014,Primary Transit,Kepler-350,285.4208,39.7061,,1.03,1.33
Kepler-350 c,0.0176,0.277,17.849,2013,Primary Transit,Kepler-350,285.4208,39.7061,,1.03,1.33
Kepler-350 d,0.048,0.25,26.136,2013,Primary Transit,Kepler-350,285.4208,39.7061,,1.03,1.33
Kepler-351 b,,0.273,37.054919,2014,Primary Transit,Kepler-351,286.4526978,42.657879,,0.89,0.85
Kepler-351 c,,0.285,57.24809,2014,Primary Transit,Kepler-351,286.4526978,42.657879,,0.89,0.85
Kepler-351 d,,0.243,142.544247,2016,Primary Transit,Kepler-351,286.4526978,42.657879,,0.89,0.85
Kepler-352 b,,0.077,10.05537,2014,Primary Transit,Kepler-352,299.89651485,46.051975,,0.79,0.78
Kepler-352 c,,0.111,16.332995,2014,Primary Transit,Kepler-352,299.89651485,46.051975,,0.79,0.78
Kepler-353 b,,0.079,5.795278,2014,Primary Transit,Kepler-353,296.85662835,41.758179,,0.54,0.5
