1090
Yegoryevsk 8	Krasnoarmeysk 31 Roslavl 23 Abakan 154 Plast 184 Nolinsk 28 Novosil 168 Zeya 134 MariinskyPosad 54 
Elektrougli 6	Aznakayevo 95 Kingisepp 28 Igarka 32 Zakamensk 43 Kotlas 52 Gornyak 102 
Kaliningrad 9	Belebey 122 Kalach 25 Almetyevsk 19 Rostov-on-Don 116 Kotovo 19 Gornyak 139 Vsevolozhsk 145 Zvenigovo 31 Leninsk-Kuznetsky 120 
Alexandrovsk 6	Dorogobuzh 103 Shadrinsk 56 Zadonsk 190 Abakan 174 Shakhtyorsk 193 Zhigulyovsk 98 
Krasnoznamensk 5	Zarinsk 106 Safonovo 44 NizhnyTagil 156 StaryOskol 157 Kizilyurt 133 
Yelabuga 7	Omutninsk 30 Kopeysk 15 Severo-Kurilsk 195 Meleuz 101 Porkhov 138 Tommot 72 Mikhaylov 21 
Volosovo 10	Murom 25 Manturovo 152 Dolgoprudny 107 Nerchinsk 159 Timashyovsk 122 Pustoshka 145 Solnechnogorsk 112 Orenburg 151 Belokurikha 169 Cherepanovo 26 
Minyar 8	Slavsk 188 Miass 198 Zapolyarny 162 Shimanovsk 95 Serdobsk 16 Korenovsk 85 Chadan 166 Ostrogozhsk 173 
Nakhodka 11	Kirov 26 Verkhoyansk 194 Alapayevsk 69 NizhnyTagil 190 Bataysk 167 Mirny 124 Kharabali 42 Kalyazin 185 Sharya 155 Ozherelye 38 Vorsma 33 
Bezhetsk 9	Starodub 134 Bugulma 106 Pervouralsk 79 Sharypovo 158 Kotelnich 192 Kursk 162 Ostrovnoy 137 Baykalsk 124 Belomorsk 158 
Gus-Khrustalny 7	Roshal 152 Bugulma 55 Leninsk 74 Gatchina 45 Teykovo 51 Zapolyarny 182 BelayaKalitva 52 
Ryazhsk 8	Partizansk 198 Kanash 192 KrasnoyeSelo 132 Chaykovsky 51 Leninogorsk 180 Monchegorsk 122 Birsk 114 Shumikha 56 
Kurovskoye 12	Novoulyanovsk 187 Lensk 98 Zubtsov 118 Sudzha 129 Petrovsk-Zabaykalsky 119 Vyazma 97 Svobodny 179 Maloyaroslavets 136 Berdsk 50 Sosensky 157 Dyurtyuli 97 Nazarovo 93 
Zhigulyovsk 1	Alexandrovsk 98 
Sim 11	Kamensk-Uralsky 174 Pervomaysk 16 Irkutsk 24 Novomichurinsk 83 Rtishchevo 33 Arkadak 49 Cherdyn 101 Vyazemsky 159 Zarechny 10 Chita 188 Cherepovets 48 
Raduzhny 5	NizhnyLomov 137 Zuyevka 175 Terek 160 Chadan 192 Chudovo 195 
Shali 7	Armavir 24 Kansk 47 Pechory 113 Fryazino 83 Zernograd 117 Chekhov 161 Votkinsk 63 
Nevyansk 6	Toropets 195 Suoyarvi 27 Novokuybyshevsk 122 Sterlitamak 119 Ulyanovsk 177 Ostrovnoy 44 
Ust-Ilimsk 10	Kartaly 196 GavrilovPosad 156 Neman 161 Shchigry 190 Alapayevsk 120 Kholm 61 Tynda 60 Novosokolniki 177 Spassk 91 Alatyr 116 
NovayaLadoga 4	Zheleznodorozhny 40 Zavitinsk 12 Novomoskovsk 183 Ussuriysk 143 
Kadnikov 12	Spassk-Ryazansky 57 Davlekanovo 129 Vorkuta 170 Gubkin 20 Lebedyan 67 Gorbatov 33 Anadyr 44 Sorochinsk 146 Chukhloma 195 Mozhga 188 Dankov 55 Kurlovo 123 
Uglegorsk 7	Ramenskoye 169 Uyar 117 Vytegra 94 Priozersk 79 Kargat 88 Dukhovshchina 138 Bronnitsy 79 
Moskovsky 8	Yefremov 50 Ivdel 22 Kosteryovo 162 VerkhnyTagil 188 Krymsk 39 Kirs 135 Sobinka 143 Solvychegodsk 50 
Omsk 5	Seltso 132 Vyazniki 100 Kirzhach 116 Anapa 186 Onega 21 
Ivangorod 6	Sol-Iletsk 115 VelikiyeLuki 31 Svetly 171 Segezha 139 Lytkarino 162 Mirny 129 
Leninsk 13	Neman 125 Berezniki 127 Pitkyaranta 43 Isilkul 56 Rostov 195 Pravdinsk 50 Novokhopyorsk 138 Karpinsk 124 Maloyaroslavets 117 Kirovgrad 73 Kovylkino 24 Bely 21 Gus-Khrustalny 74 
Gremyachinsk 11	Kameshkovo 45 Sukhinichi 183 Zherdevka 28 Novoalexandrovsk 81 Shchyolkovo 122 Verkhoturye 32 Buynaksk 133 Porkhov 68 Valday 94 Kyshtym 151 Aprelevka 79 
Drezna 10	Nikolayevsk-on-Amur 166 Krasnozavodsk 46 KrasnyKut 122 Gorodets 22 Vladikavkaz 192 Vologda 47 Korkino 184 Soligalich 141 Mirny 65 Shlisselburg 181 
Sysert 8	Salair 60 Likino-Dulyovo 54 Ladushkin 34 Pitkyaranta 87 Ertil 74 Voskresensk 13 Shlisselburg 189 Malmyzh 65 
Kurilsk 11	Zubtsov 68 Reutov 35 Neftekamsk 78 Vytegra 63 Kologriv 91 Izhevsk 108 Petukhovo 22 Prokopyevsk 128 Alzamay 62 Labytnangi 81 Tavda 187 
Konstantinovsk 6	Salekhard 65 Yaroslavl 95 Gorno-Altaysk 30 Pokrov 157 Spas-Demensk 35 Sibay 196 
Cherepanovo 8	Kusa 83 Volosovo 26 Degtyarsk 178 VerkhnyTagil 92 Kimovsk 54 Volzhsky 81 Slavgorod 53 Solvychegodsk 56 
Oboyan 4	Rossosh 35 MineralnyeVody 118 Buturlinovka 31 Znamensk 133 
Gukovo 11	Buynaksk 36 Belozersk 151 KrasnyKholm 36 Kotelniki 75 Klin 120 Khimki 80 Tulun 103 Meleuz 122 Beloretsk 144 Bilibino 198 Shakhunya 173 
Sudzha 6	Otradnoye 179 Serov 63 Lesozavodsk 18 Bogdanovich 187 Kurovskoye 129 Elista 48 
Kolpashevo 4	Abinsk 99 Danilov 146 Shebekino 169 Yuryuzan 67 
Tayshet 6	PolyarnyeZori 156 BelayaKholunitsa 180 Ust-Katav 198 Lakhdenpokhya 73 Zavitinsk 192 Novosibirsk 73 
Morozovsk 10	Shakhunya 160 Yakhroma 21 Yermolino 90 Ruzayevka 34 Sokol 117 Puchezh 58 Kirovsk 10 Vsevolozhsk 175 Lytkarino 58 Barnaul 85 
Borisoglebsk 13	Cherdyn 175 Minusinsk 95 Digora 165 Khasavyurt 60 Kirs 159 Lyudinovo 193 Polessk 129 Sergach 83 Artyomovsky 22 Shadrinsk 117 Usolye 44 Babushkin 165 Tulun 114 
Orlov 11	Surgut 25 Kurlovo 200 NizhniyeSergi 99 Elista 86 Novodvinsk 28 Sortavala 117 NovayaLyalya 17 Spas-Klepiki 166 VerkhnyayaSalda 71 Bakal 160 BelayaKalitva 197 
Makaryev 5	VerkhnyayaTura 157 Turan 150 Yanaul 95 Vidnoye 143 Furmanov 20 
Udachny 8	Aramil 123 Gryazovets 117 MalayaVishera 126 Tetyushi 153 Strezhevoy 65 Arzamas 118 Krasnovishersk 74 Mednogorsk 86 
Toguchin 8	Perevoz 178 Dalnegorsk 68 Labinsk 54 Yuzhno-Sakhalinsk 62 Ostashkov 43 Zaozyorny 62 Asha 54 Novouralsk 114 
Petukhovo 4	Belokurikha 149 Bataysk 55 Dolinsk 69 Kurilsk 22 
Chebarkul 8	Asha 108 Serdobsk 149 Michurinsk 30 Tuapse 187 Dorogobuzh 171 Urzhum 50 Unecha 75 Arkhangelsk 143 
Vyksa 3	Soltsy 141 NizhnyLomov 78 Suvorov 48 
VelikyNovgorod 7	Zuyevka 41 Blagodarny 39 StarayaRussa 100 Murom 158 Kolpino 151 Neya 74 SovetskayaGavan 30 
Vichuga 8	Zadonsk 80 Sochi 34 Tobolsk 200 Nyandoma 74 Kamyzyak 187 Rostov 45 Karachev 131 Shlisselburg 66 
Vologda 11	Blagodarny 17 Ostashkov 198 Kartaly 188 Divnogorsk 20 Dukhovshchina 133 Syasstroy 142 Karpinsk 95 Pustoshka 118 Kozmodemyansk 115 Dmitrovsk 180 Drezna 47 
Elista 13	Tambov 48 Serafimovich 169 Uglich 98 Sudzha 48 Dedovsk 146 Penza 63 Korablino 169 SergiyevPosad 81 Krasnokamensk 134 Gudermes 178 Divnogorsk 90 SosnovyBor 54 Orlov 86 
Katav-Ivanovsk 7	Sharypovo 157 Khasavyurt 174 ZapadnayaDvina 163 Morshansk 42 Ust-Katav 160 Arzamas 115 Barnaul 199 
Biysk 15	Gulkevichi 146 Balakovo 125 Totma 22 Barysh 170 Maykop 51 Krasnouralsk 21 Bolokhovo 129 Artyom 27 Zeya 61 Kamensk-Uralsky 14 Chelyabinsk 102 Mikun 155 Novorossiysk 143 Moscow 125 Dmitrov 52 
Turan 4	Novotroitsk 150 Gorodovikovsk 21 Knyaginino 169 Makaryev 150 
Tulun 10	Tyukalinsk 95 Kaspiysk 53 Luga 174 Sterlitamak 155 Borisoglebsk 114 Kasimov 193 Pudozh 186 Orekhovo-Zuyevo 56 Okulovka 102 Gukovo 103 
Bodaybo 7	Chulym 43 Spas-Demensk 88 ZapadnayaDvina 129 Novosibirsk 78 Tomari 155 Donskoy 15 Kosteryovo 142 
Lysva 5	Minusinsk 74 Verkhoyansk 200 VerkhnyUfaley 93 Petergof 189 Pravdinsk 93 
Samara 4	Petrovsk 179 Kaspiysk 53 Dzerzhinsky 11 Bogorodsk 157 
Engels 8	Kameshkovo 122 Sosnovka 42 Beslan 130 Tarusa 43 Pochinok 36 Makushino 101 Satka 128 Zima 176 
Chulym 11	Bavly 10 Kondopoga 18 Kursk 92 Polevskoy 23 Buturlinovka 162 Dukhovshchina 71 Klintsy 170 MalayaVishera 50 Karabanovo 177 NovyOskol 53 Bodaybo 43 
Yuryev-Polsky 6	Polysayevo 150 Yemva 135 Krasnoufimsk 66 Bronnitsy 149 Vsevolozhsk 154 Mezhgorye 49 
Pokrovsk 10	Lukhovitsy 166 Nevel 160 Odintsovo 66 Sarov 120 Gryazi 101 Mezen 141 Artyom 131 GoryachyKlyuch 158 Zima 30 Stroitel 146 
Roslavl 4	Kupino 43 Igarka 27 Maysky 83 Yegoryevsk 23 
Staritsa 13	Ladushkin 160 Smolensk 81 Dedovsk 157 Uray 27 Novomichurinsk 118 Volgograd 85 Olyokminsk 136 Lesosibirsk 82 Kologriv 128 Sasovo 30 Rzhev 139 Kyzyl 194 Gorodovikovsk 151 
Chadan 7	Guryevsk 189 Baltiysk 42 Chukhloma 191 Navoloki 54 Leninogorsk 44 Minyar 166 Raduzhny 192 
Tobolsk 8	Yurga 67 Tambov 163 Narimanov 87 Vyazniki 185 Zapolyarny 78 Zheleznogorsk-Ilimsky 14 Gulkevichi 161 Vichuga 200 
